"id","genome","taxonomy","sample","infant"
"1099","conN4_180_018G2_concoct_22.fa","Enterobacteriaceae bacterium strain FGI 57","N4_180_018G2","N4_180"
"1100","conN4_180_023G1_concoct_31.fa","Klebsiella oxytoca","N4_180_023G1","N4_180"
"1101","conN4_188_000G1_concoct_10.fa","Veillonella parvula DSM 2008","N4_188_000G1","N4_188"
"1102","conN4_188_000G1_concoct_16.fa","Mobiluncus curtisii ATCC 43063","N4_188_000G1","N4_188"
"1103","conN4_188_000G1_concoct_30.fa","Clostridium baratii str. Sullivan","N4_188_000G1","N4_188"
"1104","conN4_188_000G1_concoct_3.fa","Clostridium perfringens","N4_188_000G1","N4_188"
"1105","conN4_188_000G1_concoct_5.fa","Dermabacter vaginalis","N4_188_000G1","N4_188"
"1106","conN4_188_000G1_concoct_8.fa","Pseudomonas aeruginosa","N4_188_000G1","N4_188"
"1107","conN4_188_025G1_concoct_16.fa","Enterococcus faecalis D32","N4_188_025G1","N4_188"
"1108","conN4_188_038G1_concoct_17.fa","Haemophilus parainfluenzae T3T1","N4_188_038G1","N4_188"
"1109","conN4_188_038G1_concoct_8.fa","Clostridium butyricum","N4_188_038G1","N4_188"
"1110","conN4_188_045G1_concoct_11.fa","Veillonella parvula DSM 2008","N4_188_045G1","N4_188"
"1111","conN4_188_045G1_concoct_1.fa","Clostridioides difficile","N4_188_045G1","N4_188"
"1112","conN4_188_045G1_concoct_21.fa","Bifidobacterium breve JCM 7017","N4_188_045G1","N4_188"
"1113","conN4_188_045G1_concoct_22.fa","Lachnoclostridium sp. YL32","N4_188_045G1","N4_188"
"1114","conN4_188_045G1_concoct_3.fa","Veillonella parvula DSM 2008","N4_188_045G1","N4_188"
"1115","conN4_189_000G1_concoct_18.fa","Enterococcus faecalis ATCC 29212","N4_189_000G1","N4_189"
"1116","conN4_189_000G1_concoct_23.fa","Enterobacter asburiae","N4_189_000G1","N4_189"
"1117","conN4_189_000G1_concoct_31.fa","Clostridioides difficile","N4_189_000G1","N4_189"
"1118","conN4_189_000G1_concoct_9.fa","Streptococcus salivarius","N4_189_000G1","N4_189"
"1119","conN4_189_014G1_concoct_23.fa","Clostridium butyricum","N4_189_014G1","N4_189"
"1120","conN4_189_020G1_concoct_24.fa","Clostridium baratii str. Sullivan","N4_189_020G1","N4_189"
"1121","conN4_189_020G1_concoct_28.fa","Mobiluncus curtisii ATCC 43063","N4_189_020G1","N4_189"
"1122","conN4_189_020G1_concoct_8.fa","Leclercia adecarboxylata","N4_189_020G1","N4_189"
"1123","conN4_189_032G1_concoct_29.fa","Bifidobacterium longum","N4_189_032G1","N4_189"
"1124","conN4_189_040G1_concoct_14.fa","Leclercia adecarboxylata","N4_189_040G1","N4_189"
"1125","conN4_189_040G1_concoct_25.fa","Megasphaera elsdenii 14-14","N4_189_040G1","N4_189"
"1126","conN4_189_040G1_concoct_2.fa","Erysipelotrichaceae bacterium I46","N4_189_040G1","N4_189"
"1127","conN4_189_040G1_concoct_31.fa","Clostridium baratii str. Sullivan","N4_189_040G1","N4_189"
"1128","conN4_189_040G1_concoct_5.fa","Veillonella parvula DSM 2008","N4_189_040G1","N4_189"
"1129","conN4_205_000G1_concoct_23.fa","Finegoldia magna ATCC 29328","N4_205_000G1","N4_205"
"1130","conN4_205_000G1_concoct_28.fa","Megasphaera elsdenii 14-14","N4_205_000G1","N4_205"
"1131","conN4_205_000G1_concoct_29.fa","[Eubacterium] eligens ATCC 27750","N4_205_000G1","N4_205"
"1132","conN4_205_000G1_concoct_35.fa","Clostridium perfringens","N4_205_000G1","N4_205"
"1133","conN4_205_011G1_concoct_1.fa","Escherichia coli","N4_205_011G1","N4_205"
"1134","conN4_205_011G1_concoct_23.fa","Enterococcus faecalis","N4_205_011G1","N4_205"
"1135","conN4_205_016G1_concoct_22.fa","Morganella morganii","N4_205_016G1","N4_205"
"1136","conN4_205_038G1_concoct_0.fa","Propionibacterium avidum 44067","N4_205_038G1","N4_205"
"1137","conN4_205_038G1_concoct_12.fa","Veillonella parvula DSM 2008","N4_205_038G1","N4_205"
"1138","conN4_205_038G1_concoct_22.fa","Bifidobacterium breve","N4_205_038G1","N4_205"
"1139","conN4_205_052G1_concoct_16.fa","Propionibacterium acidipropionici","N4_205_052G1","N4_205"
"1140","conN4_205_052G1_concoct_1.fa","Clostridioides difficile","N4_205_052G1","N4_205"
"1141","conN4_205_052G1_concoct_20.fa","Anaerococcus prevotii DSM 20548","N4_205_052G1","N4_205"
"1142","conN4_205_052G1_concoct_3.fa","Parabacteroides distasonis ATCC 8503","N4_205_052G1","N4_205"
"1143","conN4_205_052G1_concoct_4.fa","Kluyvera intermedia","N4_205_052G1","N4_205"
"1144","conN4_206_000G1_concoct_30.fa","Staphylococcus lugdunensis","N4_206_000G1","N4_206"
"1145","conN4_206_000G1_concoct_31.fa","Clostridioides difficile","N4_206_000G1","N4_206"
"1146","conN4_206_000G1_concoct_33.fa","Klebsiella variicola At-22","N4_206_000G1","N4_206"
"1147","conN4_206_000G1_concoct_4.fa","Bacteroides vulgatus ATCC 8482","N4_206_000G1","N4_206"
"1148","conN4_206_000G1_concoct_5.fa","Megasphaera elsdenii 14-14","N4_206_000G1","N4_206"
"1149","conN4_206_016G1_concoct_0.fa","Staphylococcus epidermidis","N4_206_016G1","N4_206"
"1150","conN4_206_021G1_concoct_11.fa","Bifidobacterium breve UCC2003","N4_206_021G1","N4_206"
"1151","conN4_206_021G1_concoct_18.fa","Finegoldia magna ATCC 29328","N4_206_021G1","N4_206"
"1152","conN4_206_021G1_concoct_20.fa","Morganella morganii","N4_206_021G1","N4_206"
"1153","conN4_206_021G1_concoct_29.fa","Actinomyces sp. oral taxon 414","N4_206_021G1","N4_206"
"1154","conN4_206_038G1_concoct_13.fa","Veillonella parvula DSM 2008","N4_206_038G1","N4_206"
"1155","conN4_206_038G1_concoct_14.fa","[Eubacterium] eligens ATCC 27750","N4_206_038G1","N4_206"
"1156","conN4_206_038G1_concoct_15.fa","Enterococcus faecium T110","N4_206_038G1","N4_206"
"1157","conN4_206_038G1_concoct_19.fa","Anaerococcus prevotii DSM 20548","N4_206_038G1","N4_206"
"1158","conN4_206_038G1_concoct_1.fa","Propionibacterium acidipropionici","N4_206_038G1","N4_206"
"1159","conN4_206_038G1_concoct_23.fa","Enterococcus faecalis","N4_206_038G1","N4_206"
"1160","conN4_206_038G1_concoct_26.fa","Finegoldia magna ATCC 29328","N4_206_038G1","N4_206"
"1161","conN4_206_052G1_concoct_6.fa","Clostridium butyricum","N4_206_052G1","N4_206"
"1162","conN4_206_052G1_concoct_9.fa","Escherichia coli","N4_206_052G1","N4_206"
"1163","conN4_207_000G1_concoct_32.fa","Staphylococcus lugdunensis","N4_207_000G1","N4_207"
"1164","conN4_207_000G1_concoct_34.fa","Escherichia coli","N4_207_000G1","N4_207"
"1165","conN4_207_000G1_concoct_35.fa","Actinomyces sp. oral taxon 414","N4_207_000G1","N4_207"
"1166","conN4_207_000G1_concoct_42.fa","Bradyrhizobium sp. BTAi1","N4_207_000G1","N4_207"
"1167","conN4_207_008G1_concoct_20.fa","Clostridium baratii str. Sullivan","N4_207_008G1","N4_207"
"1168","conN4_207_008G1_concoct_22.fa","Haemophilus parainfluenzae T3T1","N4_207_008G1","N4_207"
"1169","conN4_207_009G1_concoct_12.fa","Enterobacter asburiae","N4_207_009G1","N4_207"
"1170","conN4_207_009G1_concoct_9.fa","Veillonella parvula DSM 2008","N4_207_009G1","N4_207"
"1171","conN4_207_024G1_concoct_23.fa","Staphylococcus haemolyticus","N4_207_024G1","N4_207"
"1172","conN4_207_024G1_concoct_30.fa","Streptococcus sp. VT 162","N4_207_024G1","N4_207"
"1173","conN4_207_024G1_concoct_32.fa","Enterococcus faecalis","N4_207_024G1","N4_207"
"1174","conN4_207_024G1_concoct_36.fa","Serratia marcescens SM39","N4_207_024G1","N4_207"
"1175","conN4_207_025G1_concoct_2.fa","Staphylococcus epidermidis","N4_207_025G1","N4_207"
"1176","conN4_207_028G1_concoct_9.fa","Klebsiella pneumoniae","N4_207_028G1","N4_207"
"1177","conN4_208_000G1_concoct_15.fa","Actinomyces sp. oral taxon 414","N4_208_000G1","N4_208"
"1178","conN4_208_000G1_concoct_17.fa","Clostridium perfringens","N4_208_000G1","N4_208"
"1179","conN4_208_000G1_concoct_4.fa","Staphylococcus epidermidis","N4_208_000G1","N4_208"
"1180","conN4_208_008G1_concoct_30.fa","Veillonella parvula DSM 2008","N4_208_008G1","N4_208"
"1181","conN4_208_009G1_concoct_5.fa","Enterobacter asburiae","N4_208_009G1","N4_208"
"1182","conN4_208_014G1_concoct_12.fa","Escherichia coli","N4_208_014G1","N4_208"
"1183","conN4_208_014G1_concoct_3.fa","Veillonella parvula DSM 2008","N4_208_014G1","N4_208"
"1184","conN4_208_021G1_concoct_1.fa","Enterococcus faecalis","N4_208_021G1","N4_208"
"1185","conN4_208_040G1_concoct_1.fa","Clostridioides difficile","N4_208_040G1","N4_208"
"1186","conN4_208_040G1_concoct_5.fa","Streptococcus salivarius","N4_208_040G1","N4_208"
"1187","conN4_208_046G1_concoct_13.fa","Klebsiella pneumoniae","N4_208_046G1","N4_208"
"1188","conN4_208_046G1_concoct_14.fa","Blautia sp. YL58","N4_208_046G1","N4_208"
"1189","conN4_208_046G1_concoct_16.fa","Bifidobacterium breve 689b","N4_208_046G1","N4_208"
"1190","conN4_210_000G1_concoct_18.fa","Streptococcus mitis","N4_210_000G1","N4_210"
"1191","conN4_210_000G1_concoct_1.fa","Lachnoclostridium sp. YL32","N4_210_000G1","N4_210"
"1192","conN4_210_008G1_concoct_0.fa","Staphylococcus lugdunensis","N4_210_008G1","N4_210"
"1193","conN4_210_013G1_concoct_12.fa","Enterococcus faecium T110","N4_210_013G1","N4_210"
"1194","conN4_210_013G1_concoct_2.fa","Clostridioides difficile","N4_210_013G1","N4_210"
"1195","conN4_210_013G1_concoct_4.fa","Pantoea sp. PSNIH2","N4_210_013G1","N4_210"
"1196","conN4_210_013G1_concoct_5.fa","Propionibacterium avidum 44067","N4_210_013G1","N4_210"
"1197","conN4_211_000G1_concoct_25.fa","Hafnia alvei FB1","N4_211_000G1","N4_211"
"1198","conN4_211_000G1_concoct_34.fa","Enterococcus faecium T110","N4_211_000G1","N4_211"
"1199","conN4_211_010G1_concoct_8.fa","Clostridium butyricum","N4_211_010G1","N4_211"
"1200","conN4_211_010G1_concoct_9.fa","Raoultella ornithinolytica","N4_211_010G1","N4_211"
"1201","conN4_211_016G1_concoct_13.fa","Clostridioides difficile","N4_211_016G1","N4_211"
"1202","conN4_211_016G1_concoct_14.fa","Bradyrhizobium sp. BTAi1","N4_211_016G1","N4_211"
"1203","conN4_212_000G1_concoct_0.fa","Anaerococcus prevotii DSM 20548","N4_212_000G1","N4_212"
"1204","conN4_212_000G1_concoct_11.fa","Streptococcus salivarius","N4_212_000G1","N4_212"
"1205","conN4_212_000G1_concoct_22.fa","Roseburia hominis A2-183","N4_212_000G1","N4_212"
"1206","conN4_212_000G1_concoct_2.fa","Roseburia hominis A2-183","N4_212_000G1","N4_212"
"1207","conN4_212_000G1_concoct_45.fa","Clostridium baratii str. Sullivan","N4_212_000G1","N4_212"
"1208","conN4_212_000G1_concoct_7.fa","Klebsiella oxytoca","N4_212_000G1","N4_212"
"1209","conN4_212_008G1_concoct_14.fa","Escherichia coli","N4_212_008G1","N4_212"
"1210","conN4_212_008G1_concoct_1.fa","Staphylococcus warneri SG1","N4_212_008G1","N4_212"
"1211","conN4_212_008G1_concoct_24.fa","Lactobacillus fermentum IFO 3956","N4_212_008G1","N4_212"
"1212","conN4_212_008G1_concoct_29.fa","Enterococcus faecalis","N4_212_008G1","N4_212"
"1213","conN4_212_008G1_concoct_33.fa","Clostridium butyricum","N4_212_008G1","N4_212"
"1214","conN4_212_010G1_concoct_21.fa","Megasphaera elsdenii 14-14","N4_212_010G1","N4_212"
"1215","conN4_212_012G1_concoct_25.fa","Citrobacter freundii","N4_212_012G1","N4_212"
"1216","conN4_212_012G1_concoct_2.fa","Corynebacterium atypicum","N4_212_012G1","N4_212"
"1217","conN4_212_014G1_concoct_11.fa","Clostridioides difficile","N4_212_014G1","N4_212"
"1218","conN4_212_014G1_concoct_15.fa","Clostridium perfringens","N4_212_014G1","N4_212"
"1219","conN4_212_020G1_concoct_18.fa","Erysipelotrichaceae bacterium I46","N4_212_020G1","N4_212"
"1220","conN4_212_020G1_concoct_23.fa","Streptococcus parasanguinis FW213","N4_212_020G1","N4_212"
"1221","conN4_212_020G1_concoct_2.fa","Flavonifractor plautii","N4_212_020G1","N4_212"
"1222","conN4_213_000G1_concoct_13.fa","Bradyrhizobium sp. BTAi1","N4_213_000G1","N4_213"
"1223","conN4_213_000G1_concoct_20.fa","Staphylococcus epidermidis","N4_213_000G1","N4_213"
"1224","conN4_213_005G1_concoct_8.fa","Klebsiella variicola","N4_213_005G1","N4_213"
"1225","conN4_213_026G1_concoct_12.fa","Klebsiella pneumoniae","N4_213_026G1","N4_213"
"1226","conN4_213_029G1_concoct_10.fa","Veillonella parvula DSM 2008","N4_213_029G1","N4_213"
"1227","conN4_213_029G1_concoct_15.fa","Streptococcus salivarius","N4_213_029G1","N4_213"
"1228","conN4_213_030G1_concoct_1.fa","Enterobacter sp. E20","N4_213_030G1","N4_213"
"1229","conN4_213_030G1_concoct_20.fa","Enterococcus faecalis","N4_213_030G1","N4_213"
"1230","conN4_214_000G1_concoct_23.fa","Bifidobacterium longum","N4_214_000G1","N4_214"
"1231","conN4_214_000G1_concoct_25.fa","Clostridium baratii str. Sullivan","N4_214_000G1","N4_214"
"1232","conN4_214_011G1_concoct_26.fa","Streptococcus mitis","N4_214_011G1","N4_214"
"1233","conN4_214_014G1_concoct_14.fa","Veillonella parvula DSM 2008","N4_214_014G1","N4_214"
"1234","conN4_214_014G1_concoct_35.fa","Enterococcus faecalis","N4_214_014G1","N4_214"
"1235","conN4_214_024G1_concoct_10.fa","Veillonella parvula DSM 2008","N4_214_024G1","N4_214"
"1236","conN4_214_024G1_concoct_4.fa","Klebsiella pneumoniae","N4_214_024G1","N4_214"
"1237","conN4_214_024G1_concoct_7.fa","Clostridium butyricum","N4_214_024G1","N4_214"
"1238","conN4_214_024G1_concoct_8.fa","Clostridioides difficile","N4_214_024G1","N4_214"
"1239","conS2_001_000G1_concoct_4.fa","Desulfovibrio vulgaris str. 'Miyazaki F'","S2_001_000G1","S2_001"
"1240","conS2_001_000G1_concoct_6.fa","Clostridioides difficile","S2_001_000G1","S2_001"
"1241","conS2_001_006Y1_concoct_5.fa","Citrobacter koseri ATCC BAA-895","S2_001_006Y1","S2_001"
"1242","conS2_001_015G1_concoct_3.fa","Bacteroides vulgatus ATCC 8482","S2_001_015G1","S2_001"
"1243","conS2_001_023W1_concoct_12.fa","Staphylococcus epidermidis","S2_001_023W1","S2_001"
"1244","conS2_001_023W1_concoct_13.fa","Dermabacter vaginalis","S2_001_023W1","S2_001"
"1245","conS2_001_023W1_concoct_14.fa","Streptococcus mitis","S2_001_023W1","S2_001"
"1246","conS2_001_023W1_concoct_9.fa","Corynebacterium sp. ATCC 6931","S2_001_023W1","S2_001"
"1247","conS2_001_023Y1_concoct_4.fa","Haemophilus parainfluenzae T3T1","S2_001_023Y1","S2_001"
"1248","conS2_001_024G1_concoct_7.fa","Enterococcus faecalis","S2_001_024G1","S2_001"
"1249","conS2_001_027G1_concoct_3.fa","Klebsiella pneumoniae","S2_001_027G1","S2_001"
"1250","conS2_002_000G1_concoct_24.fa","Clostridium butyricum","S2_002_000G1","S2_002"
"1251","conS2_002_000G1_concoct_35.fa","Neisseria meningitidis","S2_002_000G1","S2_002"
"1252","conS2_002_000G1_concoct_42.fa","Clostridioides difficile","S2_002_000G1","S2_002"
"1253","conS2_002_005G1_concoct_42.fa","Clostridium baratii str. Sullivan","S2_002_005G1","S2_002"
"1254","conS2_002_005G1_concoct_52.fa","Veillonella parvula DSM 2008","S2_002_005G1","S2_002"
"1255","conS2_002_005G1_concoct_62.fa","Enterobacter asburiae","S2_002_005G1","S2_002"
"1256","conS2_002_011G1_concoct_2.fa","Veillonella parvula DSM 2008","S2_002_011G1","S2_002"
"1257","conS2_002_011G1_concoct_8.fa","Staphylococcus lugdunensis","S2_002_011G1","S2_002"
"1258","conS2_002_013G1_concoct_31.fa","Staphylococcus epidermidis","S2_002_013G1","S2_002"
"1259","conS2_002_014G1_concoct_17.fa","Corynebacterium simulans","S2_002_014G1","S2_002"
"1260","conS2_002_020G1_concoct_15.fa","Klebsiella pneumoniae","S2_002_020G1","S2_002"
"1261","conS2_002_022G1_concoct_17.fa","Staphylococcus warneri SG1","S2_002_022G1","S2_002"
"1262","conS2_002_023G1_concoct_18.fa","Streptococcus mitis","S2_002_023G1","S2_002"
"1263","conS2_002_023G1_concoct_9.fa","Enterobacter cloacae","S2_002_023G1","S2_002"
"1264","conS2_002_024G1_concoct_10.fa","Staphylococcus aureus","S2_002_024G1","S2_002"
"1265","conS2_002_026G1_concoct_1.fa","Streptococcus mitis","S2_002_026G1","S2_002"
"1266","conS2_002_027G1_concoct_10.fa","Haemophilus parainfluenzae T3T1","S2_002_027G1","S2_002"
"1267","conS2_002_027G1_concoct_30.fa","Clostridium perfringens","S2_002_027G1","S2_002"
"1268","conS2_002_028G1_concoct_20.fa","Clostridioides difficile","S2_002_028G1","S2_002"
"1269","conS2_002_028G1_concoct_22.fa","Actinobacillus equuli subsp. equuli","S2_002_028G1","S2_002"
"1270","conS2_003_000G1_concoct_19.fa","Veillonella parvula DSM 2008","S2_003_000G1","S2_003"
"1271","conS2_003_005G1_concoct_25.fa","Streptococcus mitis","S2_003_005G1","S2_003"
"1272","conS2_003_007G1_concoct_13.fa","Streptococcus agalactiae","S2_003_007G1","S2_003"
"1273","conS2_003_007G1_concoct_3.fa","Clostridium perfringens","S2_003_007G1","S2_003"
"1274","conS2_003_007G1_concoct_5.fa","Clostridioides difficile","S2_003_007G1","S2_003"
"1275","conS2_003_008G1_concoct_18.fa","Staphylococcus aureus","S2_003_008G1","S2_003"
"1276","conS2_003_008G1_concoct_6.fa","Staphylococcus warneri SG1","S2_003_008G1","S2_003"
"1277","conS2_003_011G1_concoct_0.fa","Haemophilus parainfluenzae T3T1","S2_003_011G1","S2_003"
"1278","conS2_003_012G1_concoct_2.fa","Streptococcus mitis","S2_003_012G1","S2_003"
"1279","conS2_003_020G1_concoct_6.fa","Staphylococcus epidermidis","S2_003_020G1","S2_003"
"1280","conS2_003_021G1_concoct_11.fa","Streptococcus salivarius","S2_003_021G1","S2_003"
"1281","conS2_003_021G1_concoct_16.fa","Enterococcus faecalis","S2_003_021G1","S2_003"
"1282","conS2_004_000G1_concoct_12.fa","Neisseria meningitidis","S2_004_000G1","S2_004"
"1283","conS2_004_000G1_concoct_23.fa","Finegoldia magna ATCC 29328","S2_004_000G1","S2_004"
"1284","conS2_004_000G1_concoct_42.fa","Clostridioides difficile","S2_004_000G1","S2_004"
"1285","conS2_004_000G1_concoct_44.fa","Eggerthella lenta DSM 2243","S2_004_000G1","S2_004"
"1286","conS2_004_000G1_concoct_59.fa","Pseudomonas aeruginosa","S2_004_000G1","S2_004"
"1287","conS2_004_000G1_concoct_5.fa","Clostridioides difficile","S2_004_000G1","S2_004"
"1288","conS2_004_000G1_concoct_6.fa","Propionibacterium avidum 44067","S2_004_000G1","S2_004"
"1289","conS2_004_006G1_concoct_0.fa","Streptococcus salivarius","S2_004_006G1","S2_004"
"1290","conS2_004_006G1_concoct_5.fa","Clostridium perfringens","S2_004_006G1","S2_004"
"1291","conS2_004_007G1_concoct_19.fa","Enterococcus faecalis","S2_004_007G1","S2_004"
"1292","conS2_004_007G1_concoct_31.fa","Streptococcus salivarius JIM8777","S2_004_007G1","S2_004"
"1293","conS2_004_008G1_concoct_26.fa","Staphylococcus epidermidis","S2_004_008G1","S2_004"
"1294","conS2_004_010G1_concoct_24.fa","Haemophilus parainfluenzae T3T1","S2_004_010G1","S2_004"
"1295","conS2_004_010G1_concoct_31.fa","Klebsiella michiganensis","S2_004_010G1","S2_004"
"1296","conS2_004_011G1_concoct_38.fa","Enterobacter cloacae","S2_004_011G1","S2_004"
"1297","conS2_004_012G1_concoct_15.fa","Clostridium perfringens","S2_004_012G1","S2_004"
"1298","conS2_004_012G1_concoct_28.fa","Clostridioides difficile","S2_004_012G1","S2_004"
"1299","conS2_004_013G1_concoct_3.fa","Clostridioides difficile","S2_004_013G1","S2_004"
"1300","conS2_004_014G1_concoct_18.fa","Klebsiella oxytoca","S2_004_014G1","S2_004"
"1301","conS2_004_015G1_concoct_18.fa","Veillonella parvula DSM 2008","S2_004_015G1","S2_004"
"1302","conS2_004_015G1_concoct_21.fa","Veillonella parvula DSM 2008","S2_004_015G1","S2_004"
"1303","conS2_004_020G1_concoct_3.fa","Clostridium perfringens","S2_004_020G1","S2_004"
"1304","conS2_004_021G1_concoct_3.fa","Escherichia coli","S2_004_021G1","S2_004"
"1305","conS2_004_026G1_concoct_21.fa","Streptococcus lutetiensis 033","S2_004_026G1","S2_004"
"1306","conS2_004_027G1_concoct_2.fa","Clostridium perfringens","S2_004_027G1","S2_004"
"1307","conS2_004_027G1_concoct_3.fa","Veillonella parvula DSM 2008","S2_004_027G1","S2_004"
"1308","conS2_004_027G1_concoct_6.fa","Klebsiella michiganensis","S2_004_027G1","S2_004"
"1309","conS2_004_027G1_concoct_9.fa","Clostridium baratii str. Sullivan","S2_004_027G1","S2_004"
"1310","conS2_005_000G1_concoct_1.fa","Finegoldia magna ATCC 29328","S2_005_000G1","S2_005"
"1311","conS2_005_000G1_concoct_7.fa","Staphylococcus epidermidis","S2_005_000G1","S2_005"
"1312","conS2_005_005G1_concoct_1.fa","Streptococcus agalactiae","S2_005_005G1","S2_005"
"1313","conS2_005_005G1_concoct_3.fa","Ureaplasma parvum serovar 3","S2_005_005G1","S2_005"
"1314","conS2_005_007G1_concoct_0.fa","Klebsiella pneumoniae","S2_005_007G1","S2_005"
"1315","conS2_005_011G1_concoct_8.fa","Pseudomonas aeruginosa","S2_005_011G1","S2_005"
"1316","conS2_005_019G1_concoct_6.fa","Enterococcus faecalis D32","S2_005_019G1","S2_005"
"1317","conS2_005_022W1_concoct_15.fa","Corynebacterium simulans","S2_005_022W1","S2_005"
"1318","conS2_005_022W1_concoct_2.fa","Escherichia coli","S2_005_022W1","S2_005"
"1319","conS2_005_022W1_concoct_3.fa","Staphylococcus aureus","S2_005_022W1","S2_005"
"1320","conS2_005_023G1_concoct_13.fa","Clostridium perfringens","S2_005_023G1","S2_005"
"1321","conS2_005_025G1_concoct_6.fa","Propionibacterium avidum 44067","S2_005_025G1","S2_005"
"1322","conS2_005_028Y1_concoct_1.fa","Rothia mucilaginosa DY-18","S2_005_028Y1","S2_005"
"1323","conS2_005_028Y1_concoct_5.fa","Serratia marcescens","S2_005_028Y1","S2_005"
"1324","conS2_006_000G1_concoct_22.fa","Staphylococcus epidermidis","S2_006_000G1","S2_006"
"1325","conS2_006_000G1_concoct_6.fa","Roseburia hominis A2-183","S2_006_000G1","S2_006"
"1326","conS2_006_010G1_concoct_10.fa","Escherichia coli","S2_006_010G1","S2_006"
"1327","conS2_006_011G1_concoct_2.fa","Citrobacter freundii","S2_006_011G1","S2_006"
"1328","conS2_006_012G1_concoct_12.fa","Klebsiella pneumoniae","S2_006_012G1","S2_006"
"1329","conS2_006_012G1_concoct_7.fa","Enterococcus faecalis","S2_006_012G1","S2_006"
"1330","conS2_006_012G1_concoct_8.fa","Streptococcus pasteurianus ATCC 43144","S2_006_012G1","S2_006"
"1331","conS2_006_015G1_concoct_7.fa","Pantoea vagans C9-1","S2_006_015G1","S2_006"
"1332","conS2_006_018G1_concoct_12.fa","Veillonella parvula DSM 2008","S2_006_018G1","S2_006"
"1333","conS2_006_023G1_concoct_2.fa","Clostridium perfringens","S2_006_023G1","S2_006"
"1334","conS2_006_023G1_concoct_35.fa","Cedecea neteri","S2_006_023G1","S2_006"
"1335","conS2_006_026G1_concoct_20.fa","Veillonella parvula DSM 2008","S2_006_026G1","S2_006"
"1336","conS2_006_027G1_concoct_15.fa","Klebsiella michiganensis","S2_006_027G1","S2_006"
"1337","conS2_008_000G1_concoct_2.fa","Klebsiella pneumoniae","S2_008_000G1","S2_008"
"1338","conS2_008_000G1_concoct_30.fa","Citrobacter amalonaticus","S2_008_000G1","S2_008"
"1339","conS2_008_000G1_concoct_43.fa","Corynebacterium simulans","S2_008_000G1","S2_008"
"1340","conS2_008_007G1_concoct_13.fa","Veillonella parvula DSM 2008","S2_008_007G1","S2_008"
"1341","conS2_008_010G1_concoct_21.fa","Pseudomonas aeruginosa","S2_008_010G1","S2_008"
"1342","conS2_008_010G1_concoct_2.fa","Staphylococcus epidermidis","S2_008_010G1","S2_008"
"1343","conS2_008_011G1_concoct_13.fa","Enterococcus faecalis","S2_008_011G1","S2_008"
"1344","conS2_008_012G1_concoct_11.fa","Aeromonas hydrophila 4AK4","S2_008_012G1","S2_008"
"1345","conS2_008_012G1_concoct_15.fa","Streptococcus salivarius","S2_008_012G1","S2_008"
"1346","conS2_008_014G1_concoct_12.fa","Propionibacterium acidipropionici","S2_008_014G1","S2_008"
"1347","conS2_008_017G1_concoct_18.fa","Enterobacter asburiae","S2_008_017G1","S2_008"
"1348","conS2_008_017G1_concoct_8.fa","Clostridioides difficile","S2_008_017G1","S2_008"
"1349","conS2_008_021G1_concoct_10.fa","Citrobacter amalonaticus","S2_008_021G1","S2_008"
"1350","conS2_008_026G1_concoct_11.fa","Corynebacterium atypicum","S2_008_026G1","S2_008"
"1351","conS2_008_026G1_concoct_15.fa","Veillonella parvula DSM 2008","S2_008_026G1","S2_008"
"1352","conS2_008_026G1_concoct_16.fa","Citrobacter freundii","S2_008_026G1","S2_008"
"1353","conS2_008_026G1_concoct_18.fa","Clostridium butyricum","S2_008_026G1","S2_008"
"1354","conS2_008_027G1_concoct_0.fa","Clostridium perfringens","S2_008_027G1","S2_008"
"1355","conS2_008_027G1_concoct_11.fa","Propionibacterium avidum 44067","S2_008_027G1","S2_008"
"1356","conS2_009_000G1_concoct_17.fa","Helicobacter pylori","S2_009_000G1","S2_009"
"1357","conS2_009_000G1_concoct_4.fa","Clostridium perfringens","S2_009_000G1","S2_009"
"1358","conS2_009_008G1_concoct_2.fa","Corynebacterium simulans","S2_009_008G1","S2_009"
"1359","conS2_009_009G1_concoct_6.fa","Klebsiella pneumoniae","S2_009_009G1","S2_009"
"1360","conS2_009_010G1_concoct_11.fa","Staphylococcus epidermidis","S2_009_010G1","S2_009"
"1361","conS2_009_012G1_concoct_29.fa","Citrobacter freundii","S2_009_012G1","S2_009"
"1362","conS2_009_018G1_concoct_17.fa","Citrobacter freundii","S2_009_018G1","S2_009"
"1363","conS2_009_024G1_concoct_12.fa","Enterococcus faecalis","S2_009_024G1","S2_009"
"1364","conS2_010_000G1_concoct_8.fa","Veillonella parvula DSM 2008","S2_010_000G1","S2_010"
"1365","conS2_010_011G1_concoct_22.fa","Klebsiella oxytoca","S2_010_011G1","S2_010"
"1366","conS2_010_017G1_concoct_3.fa","Escherichia coli","S2_010_017G1","S2_010"
"1367","conS2_010_018G1_concoct_13.fa","Clostridium butyricum","S2_010_018G1","S2_010"
"1368","conS2_010_018G1_concoct_6.fa","Anaerococcus prevotii DSM 20548","S2_010_018G1","S2_010"
"1369","conS2_010_022G1_concoct_1.fa","Haemophilus parainfluenzae T3T1","S2_010_022G1","S2_010"
"1370","conS2_010_023G1_concoct_10.fa","Enterococcus faecalis","S2_010_023G1","S2_010"
"1371","conS2_010_023G1_concoct_15.fa","Clostridium baratii str. Sullivan","S2_010_023G1","S2_010"
